Company Name;Country of Headquarters;ESG Score;;;;;;;;;
;;46,54;37,86;35,58;27,42;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;38,27;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;48,2;49,54;46,65;;;;;;;
;;;;;;;;;;;
;;2022;2021;2020;2019;2018;2017;2016;2015;2014;2013
AURELIUS Equity Opportunities SE & Co KgaA;Germany;35,03;27,67;19,61;23,42;;;;;;
Sci AG;Germany;;;;;;;;;;
iShares Nikkei 225® UCITS ETF (DE);Germany;;;;;;;;;;
Ripag AG;Germany;;;;;;;;;;
OVB Holding AG;Germany;50,01;52,95;13,53;;;;;;;
Demire Deutsche Mittelstand Real Estate AG;Germany;30,1;;;;;;;;;
RIXX Invest AG;Germany;;;;;;;;;;
Q2M Managementberatung AG;Germany;;;;;;;;;;
Swissinvest Real Estate Investment Fund;Switzerland;;;;;;;;;;
GWB Immobilien AG;Germany;;;;;;;;;;
CropEnergies AG;Germany;53,46;57,26;51,34;;;;;;;
iShares STOXX Europe 600 Real Estate (DE);Germany;;;;;;;;;;
Manz AG;Germany;48,29;49,08;50,31;;;;;;;
Pyramid AG;Germany;;;;;;;;;;
Ivestos AG;Germany;;;;;;;;;;
Muehlhan AG;Germany;8,92;4,54;;;;;;;;
HELMA Eigenheimbau AG;Germany;;;;;;;;;;
Elexxion AG;Germany;;;;;;;;;;
Verbio Vereinigte Bioenergie AG;Germany;56,62;57,93;53,91;45,59;30,78;;;;;
Tradegate AG Wertpapierhandelsbank;Germany;;;;;;;;;;
Lang & Schwarz AG;Germany;;;;;;;;;;
Edisun Power Europe AG;Switzerland;10,68;4,78;6,75;3,44;;;;;;
Accentro Real Estate AG;Germany;;;;;;;;;;
iShares Diversified Commodity Swap (DE);Germany;;;;;;;;;;
Blue Cap AG;Germany;40,96;30,71;;;;;;;;
Quirin Privatbank AG;Germany;;;;;;;;;;
Heidelberg Pharma AG;Germany;;;;;;;;;;
Delticom AG;Germany;;;;;;;;;;
Santhera Pharmaceuticals Holding AG;Switzerland;16,6;17,38;;;;;;;;
Meyer Burger Technology AG;Switzerland;56,5;60,37;65,83;64,72;69,43;69,02;57,37;49,72;42,73;39,24
MHP Hotel AG;Germany;;;;;;;;;;
Symrise AG;Germany;77,8;77,28;73,85;69,02;71,49;68,6;62,97;66,62;63,46;70,76
Binect AG;Germany;;;;;;;;;;
New Work SE;Germany;52,46;53,49;49,18;43,87;46,74;;;;;
MARNA Beteiligungen AG;Germany;;;;;;;;;;
Nabaltec AG;Germany;26,55;24;20,55;;;;;;;
Going Public Media AG;Germany;;;;;;;;;;
Francotyp Postalia Holding AG;Germany;51,17;53,66;55,79;41,16;;;;;;
Sbf AG;Germany;;;;;;;;;;
aovo Touristik AG;Germany;;;;;;;;;;
Swiss Estates AG;Switzerland;;;;;;;;;;
UET United Electronic Technology AG;Germany;;;;;;;;;;
bioXXmed AG;Germany;;;;;;;;;;
Secanda AG;Germany;;;;;;;;;;
OTI Greentech AG;Germany;;;;;;;;;;
Varengold Bank AG;Germany;;;;;;;;;;
Halloren Schokoladenfabrik AG;Germany;;;;;;;;;;
Finlab AG;Germany;;;;;;;;;;
Aquamondi AG;Germany;;;;;;;;;;
Energy Holdings Inc;Switzerland;;;;;;;;;;
alstria office REIT AG;Germany;88,7;88,1;81,07;69,29;65,1;;;;;
SMT Scharf AG;Germany;;;;;;;;;;
Evonik Industries AG;Germany;88,84;89,12;89,04;85,88;86,95;88,23;88,08;87,31;84,01;75,86
HanseYachts AG;Germany;22,99;;;;;;;;;
Vectron Systems AG;Germany;;;;;;;;;;
VZ Holding AG;Switzerland;31,39;33,94;27,86;27,35;;;;;;
SKAN Group AG;Switzerland;;;;;;;;;;
freenet AG;Germany;39,89;39,32;34,47;35,33;33,89;16,95;16,72;10,19;7,52;14,94
Baumot Group AG;Germany;;;;;;;;;;
InCity Immobilien AG;Germany;;;;;;;;;;
TE Connectivity Ltd;Switzerland;72,33;70,46;69,29;64,31;62,77;64,17;64,54;54,35;51,31;57,78
Vita 34 AG;Germany;;;;;;;;;;
HWA AG;Germany;;;;;;;;;;
Gerresheimer AG;Germany;71,41;78,84;75,02;73,7;70,75;57,27;52,91;43,39;45,67;36,74
Addex Therapeutics Ltd;Switzerland;17,72;22,05;22,84;19,16;16,97;11,23;6,78;11,85;16,48;9,12
DF Deutsche Forfait AG;Germany;;;;;;;;;;
ZKB Palladium ETF AA CHF;Switzerland;;;;;;;;;;
ZKB Platinum ETF AA CHF;Switzerland;;;;;;;;;;
InVision AG;Germany;;;;;;;;;;
Steico SE;Germany;30,82;29,75;;;;;;;;
Ferrexpo PLC;Switzerland;79,02;68,33;70,66;67,34;63,19;58,48;57,73;57,98;54,7;55,08
ERWE Immobilien AG;Germany;;;;;;;;;;
Nynomic AG;Germany;;;;;;;;;;
Zhongde Waste Technology AG;Germany;;;;;;;;;;
Magforce AG;Germany;;;;;;;;;;
EnviTec Biogas AG;Germany;9,82;4,6;;;;;;;;
Diok One AG;Germany;;;;;;;;;;
Saf-Holland Se;Germany;63,16;62,33;62,11;57,42;58,2;;;;;
Palatium Real Estate AG;Germany;;;;;;;;;;
iShares SLI® ETF (CH);Switzerland;;;;;;;;;;
DBAG XXX3;Germany;;;;;;;;;;
DBAG XXX4;Germany;;;;;;;;;;
DBAG XXX2;Germany;;;;;;;;;;
DBAG XXX5;Germany;;;;;;;;;;
DBAG XXX1;Germany;;;;;;;;;;
Hamburger Hafen und Logistik AG;Germany;69,56;72,29;68,37;55,84;51,64;47,57;45,81;46,05;46,96;47,52
HAMMONIA Schiffsholding AG;Germany;;;;;;;;;;
Blockchain Infrastructure Group AG;Germany;;;;;;;;;;
2G Energy AG;Germany;40,32;35,59;;;;;;;;
Q Capital AG;Switzerland;;;;;;;;;;
Lalique Group SA;Switzerland;21,58;18,65;20,32;;;;;;;
Ringmetall SE;Germany;31,75;18,02;14,41;;;;;;;
Fair Value REIT-AG;Germany;;;;;;;;;;
Sandpiper Digital Payments AG;Switzerland;2,56;2,05;;;;;;;;
Delignit AG;Germany;;;;;;;;;;
Mobotix AG;Germany;;;;;;;;;;
Backbone Technology AG;Germany;;;;;;;;;;
Hypoport SE;Germany;49,85;50,5;47,6;38,43;42,36;;;;;
Centrotherm International AG;Germany;23,2;19,65;19,38;22,78;16,31;14,24;15,19;19,58;20,6;38,03
UBS ETF (CH) SLI (CHF) A dis;Switzerland;;;;;;;;;;
Hande Health AG;Germany;;;;;;;;;;
U Blox Holding AG;Switzerland;42,31;41,47;35,05;28,93;;;;;;
Niiio Finance Group AG;Germany;;;;;;;;;;
Global Oil & Gas AG;Germany;;;;;;;;;;
Mevis Medical Solutions AG;Germany;;;;;;;;;;
Value-Holdings International AG;Germany;;;;;;;;;;
Dbag Dem Inav2 Etf;Germany;;;;;;;;;;
AHT Syngas Technology NV;Germany;;;;;;;;;;
Vtion Wireless Technology AG;Germany;;;;;;;;;;
ENR Russia Invest SA;Switzerland;8,04;9,2;9,14;;;;;;;
Daldrup & Soehne AG;Germany;;;;;;;;;;
SF Urban Properties AG;Switzerland;;;;;;;;;;
Fonterelli GmbH & Co KgaA;Germany;;;;;;;;;;
audius SE;Germany;;;;;;;;;;
Credit Suisse Real Estate Fund LivingPlus A;Switzerland;;;;;;;;;;
Bonhote Immobilier SICAV - BIM;Switzerland;;;;;;;;;;
Janosch film & medien AG;Germany;;;;;;;;;;
Deka STOXX® Europe Strong Style Comp 40 UCITS ETF;Germany;;;;;;;;;;
Etflab Stoxx Europe Strong Value 20;Germany;;;;;;;;;;
Etflab Euro Stoxx 50;Germany;;;;;;;;;;
Etflab Stoxx Europe Strong Growth 20;Germany;;;;;;;;;;
Etflab Dax;Germany;;;;;;;;;;
Orascom Development Holding AG;Switzerland;18,16;19,97;20,17;16,19;10,03;;;;;
Advides AG;Germany;;;;;;;;;;
L-KONZEPT Holding AG;Germany;;;;;;;;;;
Grounds Real Estate Development AG;Germany;;;;;;;;;;
Smart Equity AG;Germany;;;;;;;;;;
Zooplus SE;Germany;49,76;50,08;50,31;;;;;;;
GK Software SE;Germany;50,42;48,87;39,85;;;;;;;
Burkhalter Holding AG;Switzerland;27,56;28,03;20,78;9,12;;;;;;
Mutares SE & Co KgaA;Germany;37,58;39,24;29,36;;;;;;;
Db X Tracker Stoxx 600 Tel Short ETF;Germany;;;;;;;;;;
Deka DAX® (ausschuettend) UCITS ETF;Germany;;;;;;;;;;
Etflab Euro Stoxx Select Dividend 30;Germany;;;;;;;;;;
SMA Solar Technology AG;Germany;65,49;64,64;67,82;;;;;;;
Matador Secondary Private Equity AG;Switzerland;;;;;;;;;;
Afrika Gold AG;Switzerland;;;;;;;;;;
iShares eb.rexx Gov Germany 0-1yr UCITS ETF EUR D;Germany;;;;;;;;;;
Deka MSCI Europe LC UCITS ETF;Germany;;;;;;;;;;
Deka MSCI USA LC UCITS ETF;Germany;;;;;;;;;;
Deka MSCI Japan LC UCITS ETF;Germany;;;;;;;;;;
Smart Grids AG;Germany;;;;;;;;;;
Berentzen Gruppe AG;Germany;62,62;46,57;;;;;;;;
Advanced Blockchain AG;Germany;;;;;;;;;;
New Meat Company AG;Germany;;;;;;;;;;
CR Capital AG;Germany;;;;;;;;;;
UMT United Mobility Technology AG;Germany;;;;;;;;;;
NanoRepro AG;Germany;;;;;;;;;;
HMS Bergbau AG;Germany;;;;;;;;;;
Ecolutions GmbH & Co KgaA;Germany;;;;;;;;;;
ZKB Silver ETF AA CHF;Switzerland;;;;;;;;;;
Deka STOXX Europe 50 UCITS ETF;Germany;;;;;;;;;;
Deka iBoxx EUR Liq Sovereign Div 1-3 UCITS ETF;Germany;;;;;;;;;;
Deka iBoxx EUR Liq Sovereign Div 3-5 UCITS ETF;Germany;;;;;;;;;;
Deka iBoxx EUR Liq Sovereign Div 10+ UCITS ETF;Germany;;;;;;;;;;
Deka iBoxx EUR Liq Sovereign Div 5-7 UCITS ETF;Germany;;;;;;;;;;
Deka iBoxx EUR Liq Sovereign Div 1-10 UCITS ETF;Germany;;;;;;;;;;
Deka iBoxx EUR Liq Sovereign Div 7-10 UCITS ETF;Germany;;;;;;;;;;
Deka Deutsche Boerse EUROGOV® Ger 5-10 UCITS ETF;Germany;;;;;;;;;;
Deka Deutsche Boerse EUROGOV® Ger 1-3 UCITS ETF;Germany;;;;;;;;;;
Deka Deutsche Boerse EUROGOV® Ger UCITS ETF;Germany;;;;;;;;;;
Deka Deutsche Boerse EUROGOV® Ger 3-5 UCITS ETF;Germany;;;;;;;;;;
Deka Deutsche Boerse EUROGOV® GeMoMa UCITS ETF;Germany;;;;;;;;;;
Deka Deutsche Boerse EUROGOV® Ger 10+ UCITS ETF;Germany;;;;;;;;;;
Dow Jones EURO STOXX 50 Source ETF;Germany;;;;;;;;;;
Invesco FTSE 100 UCITS ETF Acc;Germany;;;;;;;;;;
Deka DAXplus® Maximum Dividend UCITS ETF;Germany;;;;;;;;;;
DBAG DEMO 6 INDEX ETF;Germany;;;;;;;;;;
DBAG DEMO 3 INDEX ETF;Germany;;;;;;;;;;
DBAG DEMO 1 INDEX ETF;Germany;;;;;;;;;;
DBAG DEMO 4 INDEX ETF;Germany;;;;;;;;;;
DBAG DEMO 5 INDEX ETF;Germany;;;;;;;;;;
DBAG DEMO 7 INDEX ETF;Germany;;;;;;;;;;
DBAG DEMO 8 INDEX ETF;Germany;;;;;;;;;;
DBAG DEMO 9 INDEX ETF;Germany;;;;;;;;;;
DBAG DEMO 10 INDEX;Germany;;;;;;;;;;
FC Wertmanagement GmbH;Germany;;;;;;;;;;
DBAG Demo 16 ETF;Germany;;;;;;;;;;
DBAG Demo 15 ETF;Germany;;;;;;;;;;
DBAG Demo 20 ETF;Germany;;;;;;;;;;
DBAG Demo 14 ETF;Germany;;;;;;;;;;
DBAG Demo 43 ETF;Germany;;;;;;;;;;
DBAG Demo 25 ETF;Germany;;;;;;;;;;
DBAG Demo 45 ETF;Germany;;;;;;;;;;
DBAG Demo 49 ETF;Germany;;;;;;;;;;
DBAG Demo 39 ETF;Germany;;;;;;;;;;
DBAG Demo 21 ETF;Germany;;;;;;;;;;
DBAG Demo 30 ETF;Germany;;;;;;;;;;
DBAG Demo 35 ETF;Germany;;;;;;;;;;
DBAG Demo 36 ETF;Germany;;;;;;;;;;
DBAG Demo 50 ETF;Germany;;;;;;;;;;
DBAG Demo 23 ETF;Germany;;;;;;;;;;
DBAG Demo 19 ETF;Germany;;;;;;;;;;
DBAG Demo 46 ETF;Germany;;;;;;;;;;
DBAG Demo 33 ETF;Germany;;;;;;;;;;
DBAG Demo 40 ETF;Germany;;;;;;;;;;
DBAG Demo 47 ETF;Germany;;;;;;;;;;
DBAG Demo 48 ETF;Germany;;;;;;;;;;
DBAG Demo 34 ETF;Germany;;;;;;;;;;
DBAG Demo 41 ETF;Germany;;;;;;;;;;
DBAG Demo 13 ETF;Germany;;;;;;;;;;
DbAG Demo Inav32;Germany;;;;;;;;;;
DBAG Demo 24 ETF;Germany;;;;;;;;;;
DBAG Demo 22 ETF;Germany;;;;;;;;;;
DBAG Demo 18 ETF;Germany;;;;;;;;;;
DBAG Demo 26 ETF;Germany;;;;;;;;;;
DBAG Demo 17 ETF;Germany;;;;;;;;;;
DBAG Demo 29 ETF;Germany;;;;;;;;;;
DBAG Demo 27 ETF;Germany;;;;;;;;;;
DBAG Demo 37 ETF;Germany;;;;;;;;;;
DBAG Demo 31 ETF;Germany;;;;;;;;;;
DBAG Demo 38 ETF;Germany;;;;;;;;;;
DBAG Demo 42 ETF;Germany;;;;;;;;;;
DBAG Demo 44 ETF;Germany;;;;;;;;;;
National Graphite Corp;Germany;;;;;;;;;;
flatexDEGIRO AG;Germany;66,73;42,66;35,11;14,35;12,65;;;;;
Deka iBoxx EUR Liquid Sovereign Diversified 5-7 UCITS ETF;Germany;;;;;;;;;;
Deka MSCI Europe MC UCITS ETF;Germany;;;;;;;;;;
Deka MSCI USA UCITS ETF;Germany;;;;;;;;;;
Deka iBoxx EUR Liquid Sovereign Diversified 7-10 UCITS ETF;Germany;;;;;;;;;;
Deka MSCI Japan UCITS ETF;Germany;;;;;;;;;;
Deka MSCI Japan Climate Change ESG UCITS ETF;Germany;;;;;;;;;;
Realstone Swiss Property;Switzerland;;;;;;;;;;
Swisscanto ETF PM Physical Gold A;Switzerland;;;;;;;;;;
Octagon 88 Resources Inc;Switzerland;;;;;;;;;;
Sektkellerei J Oppmann AG;Germany;;;;;;;;;;
Relief Therapeutics Holding SA;Switzerland;20,06;19,83;12,17;9,6;;;;;;
ESGTI AG;Switzerland;;;;;;;;;;
Julius Baer Gruppe AG;Switzerland;72,06;73,91;72,7;63,05;62,79;63,5;54,84;45,15;40,87;41,51
iShares Gold ETF (CH);Switzerland;;;;;;;;;;
iShares Gold EUR Hedged ETF (CH);Switzerland;;;;;;;;;;
iShares Gold CHF Hedged ETF CH;Switzerland;;;;;;;;;;
iShares STOXX Global Select Dividend 100 (DE);Germany;;;;;;;;;;
KPS AG;Germany;40,28;33,82;25,75;;;;;;;
Teleservice AG;Germany;;;;;;;;;;
UBS ETF (CH) - Gold (CHF) hedged (CHF) A-dis;Switzerland;;;;;;;;;;
Deka iBoxx EUR Liq Ger Covered Divers UCITS ETF;Germany;;;;;;;;;;
Otrs AG;Germany;;;;;;;;;;
Swisscanto ETF PM Physical Palladium A;Switzerland;;;;;;;;;;
Swisscanto ETF PM Physical Platinum USD A;Switzerland;;;;;;;;;;
Swisscanto ETF PM Physical Silver USD A;Switzerland;;;;;;;;;;
UBS ETF (CH) - Gold (USD) A-dis;Switzerland;;;;;;;;;;
UBS ETF (CH) - Gold (EUR) hedged (EUR) A-dis;Switzerland;;;;;;;;;;
Murphy & Spitz Green Capital AG;Germany;;;;;;;;;;
GIEAG Immobilien AG;Germany;;;;;;;;;;
Deka iBoxx EUR Liq Corporates Divers UCITS ETF;Germany;;;;;;;;;;
TOM TAILOR Holding SE;Germany;;;;;;;;;;
Kabel Deutschland Holding AG;Germany;19,88;14,04;8,86;19,24;18,37;21,1;20,76;23,3;33,66;23,58
Brenntag SE;Germany;64,42;61,8;63,44;59,83;62,49;56,53;57,04;42,06;37,6;29,1
Orior AG;Switzerland;62,28;54,59;61,43;46,04;42,39;;;;;
db x-tr. Euro Stoxx 50 1C SEK ETF;Germany;;;;;;;;;;
db x-tr. STOXX 600 BANKS 1C SEK ETF;Germany;;;;;;;;;;
Deutsche Rohstoff AG;Germany;;;;;;;;;;
GSW Immobilien AG;Germany;34,37;35,62;;;;;;;;
Deutsche Biotech Innovativ AG;Germany;;;;;;;;;;
UBS (CH) Fund Solutions CMCI Oil SF ETF (USD) Adis;Switzerland;;;;;;;;;;
Draegerwerk AG & Co KGaA;Germany;72,1;73,2;70,9;68,49;56,23;;;;;
Deka MSCI China ex A Shares UCITS ETF;Germany;;;;;;;;;;
Deka MSCI Emerging Markets UCITS ETF;Germany;;;;;;;;;;
Stroeer SE & Co KgaA;Germany;76,7;79,81;57,84;40,14;23,11;19,55;;;;
Tonkens Agrar AG;Germany;;;;;;;;;;
BHB Brauholding Bayern-Mitte AG;Germany;;;;;;;;;;
MSCI Russia ETF;Germany;;;;;;;;;;
UBS (CH) Fund Solutions CMCI Oil SF ETF (CHF) Adis;Switzerland;;;;;;;;;;
Stern Immobilien AG;Germany;;;;;;;;;;
Peach Property Group AG;Switzerland;31,53;25,12;24,38;;;;;;;
Formycon AG;Germany;;;;;;;;;;
MediNavi AG;Germany;;;;;;;;;;
UBS ETF (CH) - Palladium (USD) A-dis;Switzerland;;;;;;;;;;
UBS ETF (CH) - Silver (USD) A-dis;Switzerland;;;;;;;;;;
Credit Suisse Real Estate Fund Hospitality A;Switzerland;;;;;;;;;;
UBS ETF (CH) - SBI® Corporate ESG (CHF) A-dis;Switzerland;;;;;;;;;;
UBS ETF (CH)-SBI® AAA-BBB ESG (CHF) A-dis;Switzerland;;;;;;;;;;
Hapag Lloyd AG;Germany;79;61,74;69,2;65,71;67,28;63,11;;;;
Pearl Gold AG;Germany;;;;;;;;;;
Mountain Alliance AG;Germany;;;;;;;;;;
Firstcaution SA;Switzerland;;;;;;;;;;
Talanx AG;Germany;81,29;83,84;69,47;50,94;;;;;;
Deka Deutsche Boerse EUROGOV® France UCITS ETF;Germany;;;;;;;;;;
Deka iBoxx EUR Liq Non-Financials Divers UCITS ETF;Germany;;;;;;;;;;
Edmond de Rothschild Real Estate SICAV;Switzerland;;;;;;;;;;
Norma Group SE;Germany;84,12;83,47;84,16;81,22;75,11;;;;;
Datron AG;Germany;;;;;;;;;;
UBS ETF (CH) - SXI Real Estate® (CHF) A-dis;Switzerland;;;;;;;;;;
clearvise AG;Germany;;;;;;;;;;
Autoneum Holding AG;Switzerland;70,96;67,68;69,35;68,42;64,24;;;;;
Glencore PLC;Switzerland;89,53;88,93;91,67;90,5;90,11;91,78;89,19;88,74;84,7;82,1
Fundamenta Real Estate AG;Switzerland;;;;;;;;;;
Swiss Re AG;Switzerland;82,69;84,56;74;72,89;68,01;65,71;76,95;75,99;79,31;74,98
Shw AG;Germany;18,27;18,22;14,98;;;;;;;
Altech Advanced Materials AG;Germany;;;;;;;;;;
UBS ETF (CH) - SPI® Mid (CHF) A-dis;Switzerland;;;;;;;;;;
UBS ETF (CH) - SPI® (CHF) A-dis;Switzerland;;;;;;;;;;
Molecular Partners AG;Switzerland;44,34;44,6;40,05;32,51;36,68;;;;;
Lion E Mobility AG;Switzerland;;;;;;;;;;
Medondo Holding AG;Germany;;;;;;;;;;
HELLA GmbH & Co KGaA;Germany;66,49;63,25;59,29;45,45;43,13;;;;;
Cavotec SA;Switzerland;35,9;17,02;7,46;;;;;;;
BKW AG;Switzerland;43,13;47,48;27,02;17,37;15,17;24,77;;;;
Raiffeisen ETF - Solid Gold A USD;Switzerland;;;;;;;;;;
Weng Fine Art AG;Germany;;;;;;;;;;
NEXR Technologies SE;Germany;;;;;;;;;;
Deutsche Geothermische Immobilien AG;Germany;;;;;;;;;;
Carpevigo Holding AG;Germany;;;;;;;;;;
Nomura Voltage Short-term Source;Germany;;;;;;;;;;
Klepper Faltbootwerft AG;Germany;;;;;;;;;;
Nabag AG;Germany;;;;;;;;;;
DocMorris AG;Switzerland;52,07;51,25;36,57;22,75;18,99;;;;;
Lotto24 AG;Germany;;;;;;;;;;
Zug Estates Holding AG;Switzerland;45,68;30,07;;;;;;;;
Auden AG;Germany;;;;;;;;;;
Ming Le Sports AG;Germany;;;;;;;;;;
ABO Wind AG;Germany;23,61;24,13;18,45;;;;;;;
Telefonica Deutschland Holding AG;Germany;74,35;69,32;66,76;58,25;54,95;43,89;40,99;35,96;32,2;42,6
Leonteq AG;Switzerland;59,24;53,13;40,18;34,41;33,89;;;;;
European Energy Exchange AG;Germany;;;;;;;;;;
Fast Finance 24 Holding AG;Germany;;;;;;;;;;
LEG Immobilien SE;Germany;72,93;64,41;59,56;58,74;58,21;45,12;41,78;25,45;;
Amatheon Agri Holding NV;Germany;;;;;;;;;;
Osram Licht AG;Germany;81,68;83,23;83,02;77,43;71,94;66,41;60,48;40,69;;
SFS Group AG;Switzerland;45,02;42,41;40,24;39,06;32,88;;;;;
Coca Cola HBC AG;Switzerland;89,48;91,32;89,85;89,19;88,98;88,19;93,51;82,94;81;
Bionovate Technologies Corp;Switzerland;;;;;;;;;;
iShares € Corp Bond Financials UCITS ETF EUR(Dist);Germany;;;;;;;;;;
Bitcoin Group SE;Germany;;;;;;;;;;
Knorr Bremse AG;Germany;83,75;78,67;68,76;63,3;55,16;;;;;
Kion Group AG;Germany;79,49;63,14;61,29;57,42;46,32;34,17;30,05;;;
Vonovia SE;Germany;86,3;87,89;87,74;72,32;73,84;59,01;35,7;23,78;;
Deka DAX® ex Financials 30 UCITS ETF;Germany;;;;;;;;;;
Novavest Real Estate AG;Switzerland;;;;;;;;;;
Social Chain AG;Germany;;;;;;;;;;
IGP Advantag AG;Germany;;;;;;;;;;
Bastei Luebbe AG;Germany;;;;;;;;;;
Voxeljet AG;Germany;;;;;;;;;;
Cembra Money Bank AG;Switzerland;63,27;62,39;61,27;57,37;49,17;49,86;37,41;;;
UBS ETF (CH)-MSCI Switzerland (CHF) A-dis;Switzerland;;;;;;;;;;
Zalando SE;Germany;72,63;74,08;84,39;79,33;73,9;68,39;69,84;42,21;;
Wockhardt Bio AG;Switzerland;5,3;5,87;;;;;;;;
iShares Core CHF Corporate Bond ETF (CH);Switzerland;;;;;;;;;;
Raiffeisen ETF - Solid Gold Ounces A CHF;Switzerland;;;;;;;;;;
Thurgauer Kantonalbank;Switzerland;;;;;;;;;;
HIAG Immobilien Holding AG;Switzerland;31,51;30,09;21,11;;;;;;;
Deka MDAX® UCITS ETF;Germany;;;;;;;;;;
SLM Solutions Group AG;Germany;40,89;36,64;36,7;16,03;19,24;;;;;
iShares Swiss Dividend ETF (CH);Switzerland;;;;;;;;;;
iShares Core SPI® ETF (CH);Switzerland;;;;;;;;;;
Stabilus SE;Germany;62,9;49,78;44,72;37,72;;;;;;
Glarner Kantonalbank;Switzerland;;;;;;;;;;
Dr Wiesent Sozial gemeinnuetzige GmbH;Germany;;;;;;;;;;
Wizz Air Holdings PLC;Switzerland;60,36;58,82;45,76;33,12;36,52;32,99;19,86;16,45;;
Calvatis GmbH;Germany;;;;;;;;;;
Fenix Outdoor International AG;Switzerland;36,03;36,07;;;;;;;;
Affimed NV;Germany;29,87;32,42;20,44;4,45;;;;;;
Defraq Ventures AG;Germany;;;;;;;;;;
DDM Holding AG;Switzerland;17,37;18,19;18,64;7,8;;;;;;
Galenica AG;Switzerland;66,69;66,54;67,18;61,92;66,56;56,72;;;;
MPH Health Care AG;Germany;;;;;;;;;;
Rocket Internet SE;Germany;19,88;14,41;17,29;;;;;;;
Vivoryon Therapeutics NV;Germany;;;;;;;;;;
AP Alternative Portfolio AG;Switzerland;10,19;8,21;;;;;;;;
TLG Immobilien AG;Germany;28,05;29,82;;;;;;;;
UBS Group AG;Switzerland;88,8;90,52;90,18;90,83;90,92;91,38;82,62;79,85;88,44;86,15
Deka MSCI Europe ex EMU UCITS ETF;Germany;;;;;;;;;;
Zacks Earnings Small-Cap U.S. Index Fund ETF;Germany;;;;;;;;;;
Tele Columbus AG;Germany;28,95;24,05;;;;;;;;
Clean Logistics SE;Germany;;;;;;;;;;
Deka MSCI Europe ex EMU UCITS ETF;Germany;;;;;;;;;;
iQ International AG;Switzerland;;;;;;;;;;
Allane SE;Germany;29,96;30,39;24,28;23,2;23,34;;;;;
Broke Out Inc;Germany;;;;;;;;;;
Pantaflix AG;Germany;;;;;;;;;;
DG Gruppe AG;Germany;;;;;;;;;;
FCR Immobilien AG;Germany;;;;;;;;;;
Northern Data AG;Germany;;;;;;;;;;
Publity AG;Germany;;;;;;;;;;
Plazza AG;Switzerland;;;;;;;;;;
Mondo TV Suisse SA;Switzerland;;;;;;;;;;
Deka EURO STOXX 50 ESG Filtered UCITS ETF;Germany;;;;;;;;;;
Windeln.de SE;Germany;;;;;;;;;;
ROY Asset Holding SE;Germany;;;;;;;;;;
elumeo SE;Germany;;;;;;;;;;
Siltronic AG;Germany;57,32;59,98;61,52;56,98;46,44;47,96;;;;
Elbstein AG;Germany;;;;;;;;;;
SGT German Private Equity GmbH & Co KgaA;Germany;;;;;;;;;;
Deka Oekom Euro Nachhaltigkeit UCITS ETF;Germany;;;;;;;;;;
H&K AG;Germany;;;;;;;;;;
Deka EURO iSTOXX ex Fin Dividend+ UCITS ETF;Germany;;;;;;;;;;
M1 Kliniken AG;Germany;;;;;;;;;;
Covestro AG;Germany;81,13;78;76,72;74,9;73,41;68,53;66,4;52,45;;
Scout24 SE;Germany;68,19;72,38;71,46;55,01;54,53;39,75;31,84;;;
Mister Spex SE;Germany;;;;;;;;;;
Schaeffler AG;Germany;79,97;76,94;66,52;62,54;47,44;42,92;37,37;;;
HORNBACH Holding AG & Co KgaA;Germany;55,35;57,82;57,66;;;;;;;
Aves One AG;Germany;;;;;;;;;;
TME Pharma NV;Germany;;;;;;;;;;
Erlebnis Akademie AG;Germany;;;;;;;;;;
Deka Eurozone Rendite Plus 1-10 UCITS ETF;Germany;;;;;;;;;;
EDAG Engineering Group AG;Switzerland;50,64;48,9;44,67;34,54;;;;;;
Lyxor 1 DivDAX® DR UCITS ETF (I);Germany;;;;;;;;;;
Lyxor 1 MDAX ESG UCITS ETF (I);Germany;;;;;;;;;;
Deutsche Konsum REIT-AG;Germany;;;;;;;;;;
Ekotechnika AG;Germany;10,84;6,67;;;;;;;;
HelveticStar Holding AG in Liquidation;Switzerland;;;;;;;;;;
BRAIN Biotech AG;Germany;;;;;;;;;;
Geneuro SA;Switzerland;17,8;18,03;20,26;;;;;;;
VAT Group AG;Switzerland;42,17;35,46;31,4;20,62;15,87;;;;;
Wisekey International Holding AG;Switzerland;18,26;16,47;15,02;;;;;;;
Novetum AG;Germany;;;;;;;;;;
Aladdin Healthcare Technologies SE;Germany;;;;;;;;;;
Lyxor Portfolio Strategy UCITS ETF;Germany;;;;;;;;;;
graceNT AG;Switzerland;;;;;;;;;;
TalkPool AG;Switzerland;20,35;13,76;12,86;;;;;;;
Decheng Technology AG;Germany;;;;;;;;;;
Investis Holding SA;Switzerland;21,69;16,58;14,83;10,58;10,55;;;;;
Dr Bock Industries AG;Germany;;;;;;;;;;
Defama Deutsche Fachmarkt AG;Germany;;;;;;;;;;
AC Immune SA;Switzerland;37,98;34,78;;;;;;;;
Finchain Capital Partners AG;Germany;;;;;;;;;;
Uniper SE;Germany;67,43;63,5;62,89;64,93;65,31;50,03;;;;
va Q tec AG;Germany;43,18;17,68;;;;;;;;
